customer_id,recency_days,recency_score,purchase_count,frequency_score,total_revenue,monetary_score,rfm_total_score,customer_segment
CUST0003041,6,5,18,5,12580.13,4,14,Champions
CUST0003042,0,5,15,4,3256.07,1,10,Loyal Frequent
CUST0003043,69,4,12,3,13285.84,4,11,High-Value Loyal
CUST0003044,4,5,16,4,11682.36,4,13,Champions
CUST0003045,16,5,8,2,2220.9700000000003,1,8,Standard Loyal
CUST0003046,25,5,12,3,7378.76,3,11,Standard Loyal
CUST0003047,23,5,10,3,8335.81,3,11,Standard Loyal
CUST0003048,79,4,13,3,4406.12,2,9,Standard Loyal
CUST0003049,21,5,11,3,10477.29,3,11,Standard Loyal
CUST0003050,2,5,12,3,1706.97,1,9,Standard Loyal
CUST0003051,26,5,7,2,2952.91,1,8,Standard Loyal
CUST0003052,8,5,12,3,8598.67,3,11,Standard Loyal
CUST0003053,83,4,13,3,4131.74,1,8,Standard Loyal
CUST0003054,25,5,8,2,5054.0,2,9,Standard Loyal
CUST0003055,14,5,7,2,5613.46,2,9,Standard Loyal
CUST0003056,14,5,11,3,3295.47,1,9,Standard Loyal
CUST0003057,15,5,7,2,6780.61,2,9,Standard Loyal
CUST0003058,26,5,15,4,6911.3,2,11,Loyal Frequent
CUST0003059,9,5,12,3,5359.1900000000005,2,10,Standard Loyal
CUST0003060,77,4,13,3,8214.08,3,10,Standard Loyal
CUST0003061,8,5,17,4,10192.73,3,12,Loyal Frequent
CUST0003062,0,5,10,3,2286.24,1,9,Standard Loyal
CUST0003063,63,4,16,4,14598.34,4,12,High-Value Loyal
CUST0003064,22,5,8,2,1843.0800000000002,1,8,Standard Loyal
CUST0003065,21,5,9,2,3485.51,1,8,Standard Loyal
CUST0003066,31,4,8,2,11794.119999999999,4,10,High-Value Loyal
CUST0003067,109,3,10,3,4532.76,2,8,Standard Loyal
CUST0003068,71,4,15,4,17038.19,5,13,Champions
CUST0003069,17,5,9,2,3198.71,1,8,Standard Loyal
CUST0003070,118,3,10,3,11151.74,4,10,High-Value Loyal
CUST0003071,84,4,13,3,5679.6900000000005,2,9,Standard Loyal
CUST0003072,1,5,8,2,3366.9199999999996,1,8,Standard Loyal
CUST0003073,127,3,10,3,5546.84,2,8,Standard Loyal
CUST0003074,59,4,7,2,2819.68,1,7,Standard Loyal
CUST0003075,12,5,13,3,5258.82,2,10,Standard Loyal
CUST0003076,3,5,11,3,8044.129999999999,3,11,Standard Loyal
CUST0003077,43,4,7,2,2541.91,1,7,Standard Loyal
CUST0003078,40,4,17,4,11075.960000000001,4,12,High-Value Loyal
CUST0003079,66,4,10,3,6228.79,2,9,Standard Loyal
CUST0003080,20,5,6,2,7164.46,3,10,Standard Loyal
CUST0003081,31,4,21,5,17625.72,5,14,Champions
CUST0003082,85,4,9,2,4250.99,1,7,Standard Loyal
CUST0003083,172,3,8,2,9314.49,3,8,Standard Loyal
CUST0003084,3,5,10,3,5925.92,2,10,Standard Loyal
CUST0003085,15,5,14,4,7624.389999999999,3,12,Loyal Frequent
CUST0003086,51,4,12,3,8366.04,3,10,Standard Loyal
CUST0003087,105,3,13,3,6176.01,2,8,Standard Loyal
CUST0003088,46,4,8,2,8808.3,3,9,Standard Loyal
CUST0003089,10,5,12,3,8564.7,3,11,Standard Loyal
CUST0003090,11,5,14,4,10153.07,3,12,Loyal Frequent
CUST0003091,62,4,12,3,6513.13,2,9,Standard Loyal
CUST0003092,77,4,9,2,15212.52,5,11,High-Value Loyal
CUST0003093,43,4,15,4,7747.700000000001,3,11,Loyal Frequent
CUST0003094,48,4,17,4,11574.46,4,12,High-Value Loyal
CUST0003095,82,4,10,3,2874.34,1,8,Standard Loyal
CUST0003096,8,5,11,3,10549.970000000001,3,11,Standard Loyal
CUST0003097,10,5,10,3,4496.65,2,10,Standard Loyal
CUST0003098,90,4,5,2,3397.18,1,7,Standard Loyal
CUST0003099,10,5,9,2,5943.139999999999,2,9,Standard Loyal
CUST0003100,15,5,11,3,4081.33,1,9,Standard Loyal
CUST0003101,15,5,18,5,25076.1,5,15,Champions
CUST0003102,86,4,12,3,4458.83,2,9,Standard Loyal
CUST0003103,70,4,13,3,4370.31,1,8,Standard Loyal
CUST0003104,63,4,14,4,4059.87,1,9,Loyal Frequent
CUST0003105,55,4,9,2,4451.639999999999,2,8,Standard Loyal
CUST0003106,0,5,8,2,10549.02,3,10,Standard Loyal
CUST0003107,1,5,10,3,2395.43,1,9,Standard Loyal
CUST0003108,19,5,14,4,13230.25,4,13,Champions
CUST0003109,5,5,15,4,4924.33,2,11,Loyal Frequent
CUST0003110,40,4,15,4,12760.19,4,12,High-Value Loyal
CUST0003111,79,4,13,3,7388.52,3,10,Standard Loyal
CUST0003112,2,5,4,2,1065.79,1,8,Standard Loyal
CUST0003113,0,5,14,4,7989.05,3,12,Loyal Frequent
CUST0003114,50,4,7,2,1695.26,1,7,Standard Loyal
CUST0003115,43,4,7,2,7993.389999999999,3,9,Standard Loyal
CUST0003116,12,5,9,2,11198.29,4,11,High-Value Loyal
CUST0003117,4,5,9,2,15481.04,5,12,High-Value Loyal
CUST0003118,22,5,13,3,10875.4,4,12,High-Value Loyal
CUST0003119,49,4,10,3,7205.31,3,10,Standard Loyal
CUST0003120,159,3,10,3,8032.91,3,9,Standard Loyal
CUST0003121,63,4,9,2,5380.84,2,8,Standard Loyal
CUST0003122,96,3,12,3,9854.89,3,9,Standard Loyal
CUST0003123,49,4,12,3,3138.0099999999998,1,8,Standard Loyal
CUST0003124,2,5,11,3,13893.18,4,12,High-Value Loyal
CUST0003125,75,4,11,3,5392.95,2,9,Standard Loyal
CUST0003126,19,5,13,3,10100.57,3,11,Standard Loyal
CUST0003127,0,5,14,4,6764.490000000001,2,11,Loyal Frequent
CUST0003128,16,5,10,3,3297.8,1,9,Standard Loyal
CUST0003129,14,5,14,4,11325.2,4,13,Champions
CUST0003130,47,4,15,4,7068.89,2,10,Loyal Frequent
CUST0003131,19,5,17,4,14826.18,4,13,Champions
CUST0003132,51,4,14,4,9380.66,3,11,Loyal Frequent
CUST0003133,70,4,8,2,5134.97,2,8,Standard Loyal
CUST0003134,25,5,6,2,6468.03,2,9,Standard Loyal
CUST0003135,5,5,15,4,9766.43,3,12,Loyal Frequent
CUST0003136,2,5,16,4,9773.63,3,12,Loyal Frequent
CUST0003137,36,4,8,2,3481.27,1,7,Standard Loyal
CUST0003138,35,4,8,2,11169.54,4,10,High-Value Loyal
CUST0003139,25,5,13,3,4235.900000000001,1,9,Standard Loyal
CUST0003140,21,5,10,3,5210.86,2,10,Standard Loyal
CUST0003141,119,3,8,2,5534.29,2,7,Standard Loyal
CUST0003142,8,5,16,4,8406.57,3,12,Loyal Frequent
CUST0003143,55,4,13,3,11005.64,4,11,High-Value Loyal
CUST0003144,52,4,7,2,6173.39,2,8,Standard Loyal
CUST0003145,35,4,17,4,13905.49,4,12,High-Value Loyal
CUST0003146,27,5,11,3,5568.73,2,10,Standard Loyal
CUST0003147,39,4,10,3,7173.83,3,10,Standard Loyal
CUST0003148,75,4,13,3,12734.58,4,11,High-Value Loyal
CUST0003149,19,5,15,4,15847.04,5,14,Champions
CUST0003150,121,3,7,2,13985.919999999998,4,9,High-Value Loyal
CUST0003151,26,5,16,4,10428.76,3,12,Loyal Frequent
CUST0003152,18,5,20,5,17067.579999999998,5,15,Champions
CUST0003153,44,4,10,3,5458.58,2,9,Standard Loyal
CUST0003154,77,4,6,2,2268.35,1,7,Standard Loyal
CUST0003155,12,5,14,4,8309.11,3,12,Loyal Frequent
CUST0003156,20,5,10,3,5390.65,2,10,Standard Loyal
CUST0003157,17,5,17,4,4087.0,1,10,Loyal Frequent
CUST0003158,4,5,13,3,6765.04,2,10,Standard Loyal
CUST0003159,21,5,13,3,6877.64,2,10,Standard Loyal
CUST0003160,38,4,14,4,9871.99,3,11,Loyal Frequent
CUST0003161,26,5,14,4,7864.58,3,12,Loyal Frequent
CUST0003162,6,5,17,4,17777.83,5,14,Champions
CUST0003163,69,4,12,3,5925.13,2,9,Standard Loyal
CUST0003164,83,4,10,3,3479.0699999999997,1,8,Standard Loyal
CUST0003165,30,5,11,3,8848.46,3,11,Standard Loyal
CUST0003166,48,4,16,4,19504.93,5,13,Champions
CUST0003167,25,5,17,4,17609.17,5,14,Champions
CUST0003168,6,5,9,2,15926.72,5,12,High-Value Loyal
CUST0003169,25,5,13,3,8629.75,3,11,Standard Loyal
CUST0003170,58,4,15,4,7182.4,3,11,Loyal Frequent
CUST0003171,6,5,17,4,11997.31,4,13,Champions
CUST0003172,23,5,10,3,3803.42,1,9,Standard Loyal
CUST0003173,4,5,12,3,5869.070000000001,2,10,Standard Loyal
CUST0003174,4,5,8,2,1810.8600000000001,1,8,Standard Loyal
CUST0003175,145,3,12,3,13025.17,4,10,High-Value Loyal
CUST0003176,76,4,10,3,9905.03,3,10,Standard Loyal
CUST0003177,30,5,6,2,6646.610000000001,2,9,Standard Loyal
CUST0003178,84,4,18,5,7205.89,3,12,Loyal Frequent
CUST0003179,0,5,10,3,14785.54,4,12,High-Value Loyal
CUST0003180,189,2,8,2,2065.41,1,5,At-Risk Standard
CUST0003181,28,5,13,3,5052.650000000001,2,10,Standard Loyal
CUST0003182,120,3,13,3,7821.28,3,9,Standard Loyal
CUST0003183,7,5,9,2,7089.81,2,9,Standard Loyal
CUST0003184,51,4,13,3,9816.11,3,10,Standard Loyal
CUST0003185,28,5,16,4,4360.69,1,10,Loyal Frequent
CUST0003186,5,5,11,3,4320.15,1,9,Standard Loyal
CUST0003187,34,4,13,3,3119.09,1,8,Standard Loyal
CUST0003188,20,5,14,4,7328.14,3,12,Loyal Frequent
CUST0003189,24,5,13,3,12151.98,4,12,High-Value Loyal
CUST0003190,19,5,8,2,12961.8,4,11,High-Value Loyal
CUST0003191,86,4,13,3,18153.57,5,12,High-Value Loyal
CUST0003192,2,5,18,5,10285.91,3,13,Champions
CUST0003193,49,4,16,4,11268.470000000001,4,12,High-Value Loyal
CUST0003194,5,5,14,4,19359.44,5,14,Champions
CUST0003195,157,3,8,2,3341.78,1,6,Standard Loyal
CUST0003196,10,5,14,4,7527.58,3,12,Loyal Frequent
CUST0003197,8,5,10,3,5805.77,2,10,Standard Loyal
CUST0003198,132,3,12,3,16663.91,5,11,High-Value Loyal
CUST0003199,15,5,10,3,6422.110000000001,2,10,Standard Loyal
CUST0003200,6,5,15,4,14144.38,4,13,Champions
CUST0003201,11,5,15,4,21759.510000000002,5,14,Champions
CUST0003202,88,4,13,3,7840.17,3,10,Standard Loyal
CUST0003203,7,5,9,2,5579.88,2,9,Standard Loyal
CUST0003204,50,4,12,3,5774.62,2,9,Standard Loyal
CUST0003205,27,5,13,3,5660.9800000000005,2,10,Standard Loyal
CUST0003206,35,4,12,3,1930.94,1,8,Standard Loyal
CUST0003207,53,4,8,2,6085.099999999999,2,8,Standard Loyal
CUST0003208,29,5,18,5,4672.58,2,12,Loyal Frequent
CUST0003209,86,4,12,3,14038.17,4,11,High-Value Loyal
CUST0003210,46,4,9,2,2408.96,1,7,Standard Loyal
CUST0003211,65,4,6,2,5307.3,2,8,Standard Loyal
CUST0003212,71,4,15,4,11783.529999999999,4,12,High-Value Loyal
CUST0003213,15,5,11,3,2011.8,1,9,Standard Loyal
CUST0003214,46,4,9,2,8446.529999999999,3,9,Standard Loyal
CUST0003215,39,4,12,3,3085.35,1,8,Standard Loyal
CUST0003216,64,4,13,3,12983.390000000001,4,11,High-Value Loyal
CUST0003217,57,4,14,4,19462.02,5,13,Champions
CUST0003218,40,4,18,5,9679.23,3,12,Loyal Frequent
CUST0003219,9,5,12,3,12375.43,4,12,High-Value Loyal
CUST0003220,70,4,10,3,1924.23,1,8,Standard Loyal
CUST0003221,94,3,8,2,5380.26,2,7,Standard Loyal
CUST0003222,54,4,12,3,11125.23,4,11,High-Value Loyal
CUST0003223,13,5,14,4,16956.92,5,14,Champions
CUST0003224,13,5,12,3,8462.94,3,11,Standard Loyal
CUST0003225,32,4,8,2,4158.07,1,7,Standard Loyal
CUST0003226,91,3,13,3,12663.34,4,10,High-Value Loyal
CUST0003227,48,4,10,3,17879.92,5,12,High-Value Loyal
CUST0003228,18,5,9,2,4289.62,1,8,Standard Loyal
CUST0003229,10,5,16,4,11518.1,4,13,Champions
CUST0003230,117,3,12,3,10515.93,3,9,Standard Loyal
CUST0003231,28,5,17,4,10212.45,3,12,Loyal Frequent
CUST0003232,79,4,8,2,3292.1,1,7,Standard Loyal
CUST0003233,23,5,11,3,6529.83,2,10,Standard Loyal
CUST0003234,58,4,9,2,2857.9300000000003,1,7,Standard Loyal
CUST0003235,129,3,11,3,4563.59,2,8,Standard Loyal
CUST0003236,82,4,9,2,9549.61,3,9,Standard Loyal
CUST0003237,68,4,14,4,10198.66,3,11,Loyal Frequent
CUST0003238,4,5,17,4,14108.23,4,13,Champions
CUST0003239,103,3,7,2,8091.49,3,8,Standard Loyal
CUST0003240,27,5,15,4,12283.46,4,13,Champions
CUST0003241,102,3,11,3,10164.74,3,9,Standard Loyal
CUST0003242,5,5,13,3,13067.93,4,12,High-Value Loyal
CUST0003243,18,5,11,3,4892.45,2,10,Standard Loyal
CUST0003244,11,5,14,4,7260.62,3,12,Loyal Frequent
CUST0003245,107,3,10,3,9188.619999999999,3,9,Standard Loyal
CUST0003246,9,5,5,2,1273.24,1,8,Standard Loyal
CUST0003247,78,4,13,3,2098.83,1,8,Standard Loyal
CUST0003248,164,3,13,3,3484.6400000000003,1,7,Standard Loyal
CUST0003249,37,4,14,4,9387.92,3,11,Loyal Frequent
CUST0003250,161,3,10,3,8541.15,3,9,Standard Loyal
CUST0003251,14,5,16,4,8266.23,3,12,Loyal Frequent
CUST0003252,157,3,12,3,5764.12,2,8,Standard Loyal
CUST0003253,28,5,13,3,4031.1499999999996,1,9,Standard Loyal
CUST0003254,12,5,15,4,6857.05,2,11,Loyal Frequent
CUST0003255,23,5,14,4,11283.45,4,13,Champions
CUST0003256,14,5,12,3,5559.9,2,10,Standard Loyal
CUST0003257,9,5,11,3,5259.96,2,10,Standard Loyal
CUST0003258,1,5,10,3,12669.99,4,12,High-Value Loyal
CUST0003259,67,4,11,3,5721.55,2,9,Standard Loyal
CUST0003260,54,4,6,2,1063.1599999999999,1,7,Standard Loyal
CUST0003261,44,4,15,4,13133.31,4,12,High-Value Loyal
CUST0003262,102,3,8,2,10516.58,3,8,Standard Loyal
CUST0003263,33,4,10,3,2419.88,1,8,Standard Loyal
CUST0003264,2,5,12,3,10024.7,3,11,Standard Loyal
CUST0003265,1,5,9,2,2864.35,1,8,Standard Loyal
CUST0003266,21,5,12,3,5042.71,2,10,Standard Loyal
CUST0003267,106,3,11,3,3601.91,1,7,Standard Loyal
CUST0003268,28,5,9,2,4311.139999999999,1,8,Standard Loyal
CUST0003269,21,5,11,3,7218.28,3,11,Standard Loyal
CUST0003270,51,4,7,2,5272.62,2,8,Standard Loyal
CUST0003271,0,5,8,2,9865.73,3,10,Standard Loyal
CUST0003272,59,4,12,3,1670.78,1,8,Standard Loyal
CUST0003273,0,5,13,3,4174.65,1,9,Standard Loyal
CUST0003274,0,5,8,2,10063.02,3,10,Standard Loyal
CUST0003275,417,1,2,2,105.55,1,4,At-Risk Standard
CUST0003276,138,3,7,2,5624.98,2,7,Standard Loyal
CUST0003277,1,5,8,2,2053.38,1,8,Standard Loyal
CUST0003278,46,4,13,3,6049.0,2,9,Standard Loyal
CUST0003279,101,3,13,3,7114.61,2,8,Standard Loyal
CUST0003280,55,4,8,2,651.73,1,7,Standard Loyal
CUST0003281,53,4,11,3,15646.539999999999,5,12,High-Value Loyal
CUST0003282,8,5,14,4,3240.76,1,10,Loyal Frequent
CUST0003283,11,5,15,4,7965.2300000000005,3,12,Loyal Frequent
CUST0003284,97,3,10,3,7469.5,3,9,Standard Loyal
CUST0003285,113,3,14,4,10379.68,3,10,Loyal Frequent
CUST0003286,7,5,13,3,9032.76,3,11,Standard Loyal
CUST0003287,13,5,5,2,5737.2699999999995,2,9,Standard Loyal
CUST0003288,18,5,13,3,7814.64,3,11,Standard Loyal
CUST0003289,5,5,13,3,4079.43,1,9,Standard Loyal
CUST0003290,28,5,14,4,3650.35,1,10,Loyal Frequent
CUST0003291,16,5,13,3,8389.8,3,11,Standard Loyal
CUST0003292,32,4,10,3,10004.060000000001,3,10,Standard Loyal
CUST0003293,7,5,4,2,568.42,1,8,Standard Loyal
CUST0003294,15,5,14,4,20239.02,5,14,Champions
CUST0003295,45,4,9,2,5855.21,2,8,Standard Loyal
CUST0003296,116,3,8,2,9669.74,3,8,Standard Loyal
CUST0003297,46,4,18,5,5293.36,2,11,Loyal Frequent
CUST0003298,30,5,11,3,1088.2,1,9,Standard Loyal
CUST0003299,40,4,11,3,6910.67,2,9,Standard Loyal
CUST0003300,216,2,6,2,1302.36,1,5,At-Risk Standard
CUST0003301,113,3,14,4,7399.07,3,10,Loyal Frequent
CUST0003302,9,5,9,2,2267.82,1,8,Standard Loyal
CUST0003303,34,4,7,2,5076.9,2,8,Standard Loyal
CUST0003304,53,4,13,3,6023.84,2,9,Standard Loyal
CUST0003305,1,5,10,3,6030.69,2,10,Standard Loyal
CUST0003306,7,5,15,4,3403.06,1,10,Loyal Frequent
CUST0003307,14,5,18,5,18262.579999999998,5,15,Champions
CUST0003308,48,4,10,3,7164.2,3,10,Standard Loyal
CUST0003309,4,5,10,3,4314.96,1,9,Standard Loyal
CUST0003310,161,3,11,3,8576.07,3,9,Standard Loyal
CUST0003311,118,3,11,3,14368.06,4,10,High-Value Loyal
CUST0003312,38,4,9,2,5802.9,2,8,Standard Loyal
CUST0003313,121,3,9,2,2189.03,1,6,Standard Loyal
CUST0003314,155,3,11,3,7824.549999999999,3,9,Standard Loyal
CUST0003315,5,5,15,4,15008.189999999999,5,14,Champions
CUST0003316,30,5,9,2,9242.470000000001,3,10,Standard Loyal
CUST0003317,39,4,15,4,13053.72,4,12,High-Value Loyal
CUST0003318,74,4,13,3,4233.37,1,8,Standard Loyal
CUST0003319,38,4,10,3,8795.43,3,10,Standard Loyal
CUST0003320,40,4,15,4,11606.66,4,12,High-Value Loyal
CUST0003321,37,4,9,2,10559.04,3,9,Standard Loyal
CUST0003322,40,4,14,4,3900.42,1,9,Loyal Frequent
CUST0003323,48,4,12,3,4649.83,2,9,Standard Loyal
CUST0003324,65,4,13,3,12181.91,4,11,High-Value Loyal
CUST0003325,45,4,11,3,6098.07,2,9,Standard Loyal
CUST0003326,21,5,10,3,2973.02,1,9,Standard Loyal
CUST0003327,25,5,13,3,12491.65,4,12,High-Value Loyal
CUST0003328,4,5,10,3,2237.09,1,9,Standard Loyal
CUST0003329,47,4,10,3,906.9300000000001,1,8,Standard Loyal
CUST0003330,4,5,9,2,4611.16,2,9,Standard Loyal
CUST0003331,35,4,14,4,7305.66,3,11,Loyal Frequent
CUST0003332,69,4,8,2,1213.23,1,7,Standard Loyal
CUST0003333,28,5,12,3,8602.460000000001,3,11,Standard Loyal
CUST0003334,22,5,19,5,7752.5599999999995,3,13,Champions
CUST0003335,13,5,11,3,1981.03,1,9,Standard Loyal
CUST0003336,78,4,13,3,6778.3,2,9,Standard Loyal
CUST0003337,55,4,6,2,4148.07,1,7,Standard Loyal
CUST0003338,51,4,16,4,14083.16,4,12,High-Value Loyal
CUST0003339,71,4,13,3,6718.3,2,9,Standard Loyal
CUST0003340,20,5,5,2,5560.79,2,9,Standard Loyal
CUST0003341,26,5,12,3,8017.41,3,11,Standard Loyal
CUST0003342,33,4,6,2,6389.04,2,8,Standard Loyal
CUST0003343,17,5,8,2,479.4,1,8,Standard Loyal
CUST0003344,64,4,15,4,10131.62,3,11,Loyal Frequent
CUST0003345,10,5,3,2,4330.200000000001,1,8,Standard Loyal
CUST0003346,4,5,9,2,7552.76,3,10,Standard Loyal
CUST0003347,68,4,15,4,17441.38,5,13,Champions
CUST0003348,99,3,8,2,6564.74,2,7,Standard Loyal
CUST0003349,50,4,11,3,10779.18,4,11,High-Value Loyal
CUST0003350,74,4,18,5,7031.69,2,11,Loyal Frequent
CUST0003351,15,5,11,3,8334.92,3,11,Standard Loyal
CUST0003352,51,4,10,3,7624.15,3,10,Standard Loyal
CUST0003353,3,5,12,3,11916.75,4,12,High-Value Loyal
CUST0003354,0,5,13,3,6539.6,2,10,Standard Loyal
CUST0003355,58,4,18,5,15559.59,5,14,Champions
CUST0003356,93,3,16,4,17832.59,5,12,High-Value Loyal
CUST0003357,161,3,11,3,10759.7,4,10,High-Value Loyal
CUST0003358,35,4,15,4,10574.13,3,11,Loyal Frequent
CUST0003359,33,4,24,5,22841.68,5,14,Champions
CUST0003360,90,4,10,3,7707.64,3,10,Standard Loyal
CUST0003361,1,5,8,2,3181.05,1,8,Standard Loyal
CUST0003362,18,5,9,2,2890.6,1,8,Standard Loyal
CUST0003363,28,5,11,3,1942.63,1,9,Standard Loyal
CUST0003364,20,5,18,5,11265.130000000001,4,14,Champions
CUST0003365,107,3,15,4,20581.62,5,12,High-Value Loyal
CUST0003366,35,4,7,2,4816.7,2,8,Standard Loyal
CUST0003367,25,5,9,2,6648.68,2,9,Standard Loyal
CUST0003368,34,4,16,4,16952.15,5,13,Champions
CUST0003369,29,5,12,3,9675.39,3,11,Standard Loyal
CUST0003370,63,4,14,4,4811.41,2,10,Loyal Frequent
CUST0003371,37,4,17,4,5575.3099999999995,2,10,Loyal Frequent
CUST0003372,37,4,13,3,4207.38,1,8,Standard Loyal
CUST0003373,30,5,11,3,9364.94,3,11,Standard Loyal
CUST0003374,223,2,11,3,7350.42,3,8,At-Risk Standard
CUST0003375,99,3,18,5,9366.77,3,11,Loyal Frequent
CUST0003376,61,4,10,3,6169.13,2,9,Standard Loyal
CUST0003377,58,4,8,2,1819.99,1,7,Standard Loyal
CUST0003378,50,4,8,2,6842.54,2,8,Standard Loyal
CUST0003379,19,5,8,2,1672.5100000000002,1,8,Standard Loyal
CUST0003380,34,4,19,5,9711.8,3,12,Loyal Frequent
CUST0003381,6,5,13,3,8673.63,3,11,Standard Loyal
CUST0003382,60,4,16,4,11342.28,4,12,High-Value Loyal
CUST0003383,158,3,11,3,5173.53,2,8,Standard Loyal
CUST0003384,83,4,3,2,1384.37,1,7,Standard Loyal
CUST0003385,154,3,10,3,9308.58,3,9,Standard Loyal
CUST0003386,7,5,15,4,15898.84,5,14,Champions
CUST0003387,4,5,10,3,8342.039999999999,3,11,Standard Loyal
CUST0003388,5,5,15,4,2925.71,1,10,Loyal Frequent
CUST0003389,73,4,7,2,3911.96,1,7,Standard Loyal
CUST0003390,11,5,14,4,7730.8099999999995,3,12,Loyal Frequent
CUST0003391,40,4,12,3,10599.92,4,11,High-Value Loyal
CUST0003392,25,5,10,3,9364.76,3,11,Standard Loyal
CUST0003393,34,4,8,2,2818.3999999999996,1,7,Standard Loyal
CUST0003394,56,4,17,4,16793.64,5,13,Champions
CUST0003395,7,5,15,4,15846.08,5,14,Champions
CUST0003396,6,5,14,4,1810.63,1,10,Loyal Frequent
CUST0003397,42,4,10,3,6948.63,2,9,Standard Loyal
CUST0003398,29,5,14,4,24886.02,5,14,Champions
CUST0003399,32,4,13,3,4684.12,2,9,Standard Loyal
CUST0003400,110,3,8,2,6718.639999999999,2,7,Standard Loyal
CUST0003401,14,5,24,5,11565.67,4,14,Champions
CUST0003402,13,5,10,3,2971.67,1,9,Standard Loyal
CUST0003403,86,4,9,2,3025.83,1,7,Standard Loyal
CUST0003404,6,5,13,3,15356.41,5,13,High-Value Loyal
CUST0003405,152,3,13,3,5181.06,2,8,Standard Loyal
CUST0003406,7,5,15,4,15087.05,5,14,Champions
CUST0003407,5,5,9,2,8697.45,3,10,Standard Loyal
CUST0003408,17,5,10,3,7597.3,3,11,Standard Loyal
CUST0003409,38,4,12,3,8078.75,3,10,Standard Loyal
CUST0003410,24,5,12,3,10342.67,3,11,Standard Loyal
CUST0003411,67,4,6,2,3976.39,1,7,Standard Loyal
CUST0003412,50,4,16,4,8746.48,3,11,Loyal Frequent
CUST0003413,11,5,12,3,7791.679999999999,3,11,Standard Loyal
CUST0003414,145,3,10,3,7597.42,3,9,Standard Loyal
CUST0003415,8,5,8,2,3609.65,1,8,Standard Loyal
CUST0003416,100,3,9,2,2953.2000000000003,1,6,Standard Loyal
CUST0003417,4,5,15,4,9647.78,3,12,Loyal Frequent
CUST0003418,106,3,12,3,17726.86,5,11,High-Value Loyal
CUST0003419,9,5,15,4,11078.68,4,13,Champions
CUST0003420,49,4,15,4,19500.44,5,13,Champions
CUST0003421,18,5,14,4,9328.49,3,12,Loyal Frequent
CUST0003422,154,3,6,2,1819.21,1,6,Standard Loyal
CUST0003423,55,4,11,3,4033.27,1,8,Standard Loyal
CUST0003424,6,5,8,2,8321.66,3,10,Standard Loyal
CUST0003425,89,4,12,3,10070.39,3,10,Standard Loyal
CUST0003426,19,5,15,4,5208.55,2,11,Loyal Frequent
CUST0003427,59,4,15,4,7044.75,2,10,Loyal Frequent
CUST0003428,4,5,13,3,8608.130000000001,3,11,Standard Loyal
CUST0003429,11,5,20,5,28926.31,5,15,Champions
CUST0003430,25,5,9,2,1224.8799999999999,1,8,Standard Loyal
CUST0003431,40,4,12,3,17628.54,5,12,High-Value Loyal
CUST0003432,38,4,10,3,4848.76,2,9,Standard Loyal
CUST0003433,97,3,14,4,9225.08,3,10,Loyal Frequent
CUST0003434,68,4,12,3,2445.15,1,8,Standard Loyal
CUST0003435,14,5,15,4,7999.18,3,12,Loyal Frequent
CUST0003436,55,4,14,4,4917.61,2,10,Loyal Frequent
CUST0003437,130,3,11,3,5776.679999999999,2,8,Standard Loyal
CUST0003438,45,4,9,2,2911.42,1,7,Standard Loyal
CUST0003439,35,4,12,3,12698.09,4,11,High-Value Loyal
CUST0003440,31,4,10,3,8819.26,3,10,Standard Loyal
CUST0003441,35,4,19,5,15308.58,5,14,Champions
CUST0003442,186,2,10,3,1107.75,1,6,At-Risk Standard
CUST0003443,38,4,10,3,3436.33,1,8,Standard Loyal
CUST0003444,114,3,14,4,10036.800000000001,3,10,Loyal Frequent
CUST0003445,135,3,11,3,9481.44,3,9,Standard Loyal
CUST0003446,63,4,12,3,5994.6900000000005,2,9,Standard Loyal
CUST0003447,14,5,14,4,4566.63,2,11,Loyal Frequent
CUST0003448,37,4,14,4,2852.81,1,9,Loyal Frequent
CUST0003449,12,5,13,3,8172.2300000000005,3,11,Standard Loyal
CUST0003450,9,5,18,5,8754.92,3,13,Champions
CUST0003451,1,5,10,3,12621.71,4,12,High-Value Loyal
CUST0003452,5,5,8,2,1661.9699999999998,1,8,Standard Loyal
CUST0003453,25,5,18,5,6196.06,2,12,Loyal Frequent
CUST0003454,30,5,7,2,2149.77,1,8,Standard Loyal
CUST0003455,34,4,12,3,4476.53,2,9,Standard Loyal
CUST0003456,10,5,9,2,1950.67,1,8,Standard Loyal
CUST0003457,23,5,10,3,1411.85,1,9,Standard Loyal
CUST0003458,56,4,8,2,5588.08,2,8,Standard Loyal
CUST0003459,101,3,8,2,3997.8,1,6,Standard Loyal
CUST0003460,128,3,11,3,4921.0,2,8,Standard Loyal
CUST0003461,2,5,20,5,4879.3,2,12,Loyal Frequent
CUST0003462,210,2,8,2,9742.91,3,7,At-Risk Standard
CUST0003463,17,5,10,3,3801.75,1,9,Standard Loyal
CUST0003464,21,5,12,3,8603.279999999999,3,11,Standard Loyal
CUST0003465,11,5,10,3,15829.01,5,13,High-Value Loyal
CUST0003466,32,4,14,4,4119.07,1,9,Loyal Frequent
CUST0003467,78,4,10,3,5194.58,2,9,Standard Loyal
CUST0003468,43,4,19,5,5697.99,2,11,Loyal Frequent
CUST0003469,109,3,11,3,6326.19,2,8,Standard Loyal
CUST0003470,38,4,14,4,12821.45,4,12,High-Value Loyal
